engine_id,cycle,RUL,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14
1,9,324,502.16489707589056,521.7768987819009,528.4446877285728,530.0045744639343,521.1687365342507,536.8745886760386,535.7821621471792,591.3114957225883,574.1105370745436,574.2528506351758,625.2641909345399,622.3776636976659,595.1535414636171,631.3119861563197
1,9,324,504.71508024697147,488.89784183092695,535.5620000434757,519.2072073067096,524.0874103657242,518.4594736966307,549.6031498747318,583.7502989599018,580.7800380678101,594.4266360028013,595.5583135126587,613.9637022740433,623.5349546436743,615.6616324905427
1,9,324,491.9182274322892,537.8638631497449,508.11618860837865,495.20902790155344,551.0368958096957,573.4142953843415,552.312807551846,581.6731872355762,610.599085361889,564.8276392626603,605.9239912538137,611.9062953512725,623.3708317891615,646.4478512403389
1,9,324,520.6696150088812,507.9332120821158,489.2479143616697,521.4729574793837,535.0777934536325,541.6385059213728,567.4153922074612,596.9571720275729,575.9647776518248,579.2802201672989,595.3380517567762,626.2931405097496,614.2665517355271,646.1226005810959
1,10,323,486.5180028463424,487.122218450067,516.0425765439905,558.0867299121309,547.0464403445117,569.7610175448598,581.6735966130237,589.3594935586603,581.4286362581211,596.589334404948,608.0167715911211,589.5226095296631,627.3899429217597,633.4707719619468
1,10,323,517.8061651811263,480.1903465541036,516.2067990133244,509.48096920862986,551.3531289819498,566.11020468019,558.5268758054171,573.315518145187,561.0360283782537,609.2544769025496,600.2246702348939,605.5851319970128,586.5400886165914,643.570210946362
1,10,323,504.32042552458233,515.8806675580275,506.9042116048416,527.2596534997801,539.844566369385,567.6482744999211,543.9620300965715,546.766588474563,557.015948123088,563.0055460784224,617.8689937406755,611.6967379737661,622.4952431284291,647.1777473970725
1,10,323,491.48829078157473,505.80050800790207,509.6210373907354,546.7584499660087,536.1443546088219,511.2380812159115,553.2882757322487,573.8726186649901,571.3516216402378,604.5241393172653,607.6106817097777,626.0322886428378,617.3073672005746,621.8176161045267
1,10,323,501.43025411499167,518.1528649882504,522.5610566593105,523.9956727800636,541.2609721679378,563.5115196429053,584.8216585970061,549.7723084538466,555.1229218539792,579.1898554957935,591.68192815119,627.3716602545527,627.5302097539936,613.5098227579693
1,11,322,520.4958411778166,505.3318756623948,521.3194641621142,533.7585873361231,535.5724710305134,540.0050057226733,545.9942481412232,589.7518577192048,594.5242684929598,590.7644900626783,590.8818896644408,570.5704694060084,622.3685927534789,643.5100296322113
1,13,320,510.04157557313704,521.859623758315,516.8475452866599,525.95884072501,550.9075383255531,528.8145536422783,568.1000442338608,546.3701633003776,598.8873682277512,575.1273775621232,576.8891671844086,608.0804640193609,618.5093548112906,653.020757881762
1,13,320,495.09389853704323,513.7522157405303,540.5547475020898,531.3563739194814,541.8551466372062,571.7614996003506,560.3820401569528,577.3082781042765,590.0090952577721,591.1588792703467,624.4532384627562,627.9256709565701,637.4592210867416,637.6043319434983
1,14,319,498.29281192379364,508.71204148803355,502.3158789683893,559.2088510799642,530.0213676337554,537.6445033720012,573.4404101849177,593.4454174088268,586.8003959170709,612.4697326380495,593.9021377958768,629.8097183844441,592.8429277831614,633.3158243785324
1,14,319,487.19900788941334,508.458488077686,553.2811503629628,508.6402949926855,552.858848049926,549.1897188554726,568.7017005948846,549.0865108820079,575.7333435218516,605.5366101821338,613.2309425420843,595.0227518913931,595.153269137395,651.5351295656168
1,15,318,483.1381721170884,484.5747331053704,522.123389003437,552.7535803000383,522.0426386896197,543.1408727278252,575.9905318100946,576.3380313728255,572.9665358765042,589.7628941730864,573.2429785281848,602.1170679427446,604.6751124882064,627.0117582105062
1,16,317,471.6544477456768,504.6176044358468,529.7932055720843,519.153952324761,555.1579915055753,561.1820498858333,560.2087390827774,561.7602154180364,554.1326699752564,601.6225445317646,615.9784457205748,621.8110996717355,621.9206644448694,657.4499104286222
1,17,316,487.18259805892916,500.1075684474236,517.9630653961448,533.3551954474333,540.8338821982762,547.7373633765014,565.9003895668881,570.8130581993287,578.5194172777848,594.0384959749251,585.1113705957283,588.6714754745309,648.5904633594383,648.1013613690658
1,17,316,483.79996087426804,517.3348429599007,507.7435681203965,542.6901790763116,561.5166775445173,551.1344555601623,573.3864647007229,585.0012309506762,559.1990745898308,603.9456077503937,586.2618901719071,616.0120322864132,602.7483707926067,633.014746392946
1,17,316,510.01322120554994,511.3690784725136,526.4402607049191,542.2547771471493,565.2605644114699,561.7656935487507,565.1646474263499,575.4421937419241,572.8577113070306,590.3417444380098,595.9395212371189,612.9615467115582,626.5059031310764,619.3046893495414
1,17,316,455.4004074306116,488.74514790478514,512.6694704465182,524.2234193473332,518.894739288952,561.0711812752992,563.9760957609842,551.296355225956,585.8537189230404,595.2829942607259,612.4283103336754,592.4079370423176,630.0233572081571,639.0718850477642
1,18,315,525.1580076494914,512.1714823667646,501.65039428320244,540.4622163621679,557.934959066768,530.0175822514317,559.5134031188995,568.2680742852963,582.8267253193952,593.1213827515484,583.4092265060773,610.0777514158032,605.842020979212,644.9503158339314
1,19,314,536.0725631338096,511.76276428737145,547.3358924882709,574.0040855925691,551.6596933092878,566.7454217775145,539.2099811487327,557.7736852011333,578.0438032396411,597.176365630958,595.6903705150254,606.8908274071645,589.0848254737631,611.6803755861941
1,19,314,511.4585436286347,524.6000617442013,521.7859311736462,537.4671914961997,543.6695163079187,532.0445823232194,549.4396493918273,581.9526323212002,559.2598794298127,573.4806838988317,617.1518401564323,596.2705195380779,643.5504856564992,613.8192861215778
1,21,312,535.4811165799996,523.545872501054,551.3090824269044,545.6319246292167,557.733528285325,539.3523795181854,593.7241215323086,567.6852343894416,568.5483260664145,565.7606208670007,566.4019842021532,605.5561053259975,632.5800385431421,652.1372368520974
1,21,312,478.3025269468897,508.2918508839639,546.7587790991123,505.5949711582768,537.714936801897,540.6715678756171,572.5898353357093,577.0310842252,611.4562832681024,587.3783777018509,615.3264303256778,592.0256031410945,591.5866106585418,621.1419613172751
1,21,312,485.0911860623691,510.2493147204362,529.5057385108779,549.0069221408711,531.4115911117009,556.1127421723111,557.3463218039325,554.5565623214079,570.6436863738628,570.807187699321,600.4782165669997,604.7235995163434,629.6017233865234,625.9610352374044
1,23,310,480.5251109049665,538.7892195021669,516.0675411981229,534.9495488748528,550.8931523214297,548.8146657818992,579.5230019162341,558.7454803343143,595.9640992602616,578.1797144123609,587.3028972529212,636.3457873115123,621.5889195550848,597.7914074806781
1,23,310,467.03748492106956,529.9551526123457,516.0327947684707,524.818895722512,528.8659846381158,546.563130594854,555.6934472025512,578.3828936651212,581.02167239423,586.1220579719648,607.4885997435422,615.3273141595143,619.2951777514927,642.8280331843443
1,24,309,500.34656519001095,540.0442062611443,520.8606333071048,530.1529652301067,544.4993470313378,531.3713225962279,563.2873973078155,578.118313293382,575.5686542211333,572.1982902444496,572.574568621827,618.8429112584585,618.6601778538917,630.1245405560694
1,25,308,496.7599786764033,507.22101127604463,541.0758337840434,544.3589461426875,537.3603891807506,575.0632391923883,592.2394587376739,596.2067056339592,567.3409810361424,578.9867532627833,601.8154654534089,603.9513009683338,627.5141015040438,637.8504719884485
1,25,308,523.6187953664352,511.44645569292754,551.068831812323,533.9603367349453,559.2283537191022,571.3927703827844,559.3658569791429,564.6534292967167,579.3678782113454,588.4658012122607,607.3735149227874,617.0839294457845,634.838184619702,648.6586701265106
1,26,307,488.19238895019504,490.77763540696765,517.8471299586556,532.5748065495335,538.4823493158386,546.6315704849128,569.1753807124688,566.5199158767248,571.4780679823214,590.0078844625359,600.1872085701034,612.0839778783635,645.0490838167735,616.4143656151663
1,29,304,491.3268185267037,508.092659558149,513.7899214729239,530.5018118030223,538.6227992439361,562.1777529018248,543.6355473490071,584.0334772626181,592.29384100643,584.111232398605,616.0440506728057,627.9628308386004,612.643003484315,628.5418406015526
1,30,303,490.28191565530216,519.2105439593581,504.93522423425486,551.1810414621392,530.461711531748,540.3981159202915,538.306511451437,570.6013650356452,559.4464754836447,578.9823321153063,623.9140856867143,603.0111519633568,628.1394755450902,623.7412991401357
1,31,302,495.15248501446274,517.1926584441195,534.1565317719899,518.3448465469264,506.40379218469076,553.1927840074403,555.7156468921652,570.2454384243543,551.7838449282389,595.3320493696696,597.3977211171762,600.4599666521781,615.9021717167209,622.7368294687176
1,31,302,503.70907178163134,497.520433378822,514.3040331244924,526.4683331318973,561.009848618523,547.0990629825895,561.0399035735082,568.8074749794152,574.4425537809454,585.851950240629,585.3333909639617,632.1982490129402,605.7477857670293,617.2059113467719
1,32,301,502.37142313800217,513.6367527095373,516.1489929477992,532.9966433275264,553.6898870632759,539.0988438555013,573.5068337151624,551.5528657280062,586.1000978672353,585.9621606583664,611.2529685247574,620.731287876925,622.0621939392341,585.6085343544229
1,33,300,509.58435221319115,512.3534811179777,508.9570437342599,516.402558213853,534.1341471460061,514.9349265356296,536.293224504632,566.8939195347152,572.4987439784794,569.4706939951152,581.8902306197906,579.9793082106846,604.5171921689835,636.5427492872399
1,34,299,492.7552411089074,511.7000169585795,497.01667319139534,529.6392826235026,526.8341807951741,552.6892236917607,547.1124146318527,587.3882783582467,587.1959556156249,604.0073584337845,589.9077152690364,609.4064645601807,614.7294941137551,607.0573583120445
1,34,299,503.3589031091991,497.42129010777745,530.8174273312624,512.713332978367,548.9836907856836,552.4901032723179,558.0454906250495,575.5409085235304,575.272484908382,601.4147575789405,586.7304584323283,600.5633422072394,635.3633983509092,631.1261137583238
1,34,299,510.9385542396613,534.0284818738497,520.6250713320903,526.422637144238,522.0811552946719,547.1028658478789,567.95276490878,567.1028936114484,577.2559018121179,544.7137541229193,586.6926554971418,609.1229217267148,607.8551267301839,629.8557685391935
1,35,298,505.736499735388,509.25800143015124,549.7490898388114,510.5956169587656,563.6468700323345,557.5419879521666,538.4262723119479,569.9177454292611,572.3863214066721,579.3969458232399,594.1564113219414,611.4003212252686,650.5153468010931,631.3417217952574
1,35,298,471.15842341906495,513.3407409390145,525.3160985121151,528.6286945704632,534.1389033846234,542.0827778530306,560.6765652426461,565.3699972898798,575.6427672409371,580.3758039662526,608.4120063160906,598.1651963382475,621.582039997122,620.2616941666993
1,36,297,483.1151754829912,514.188601518315,538.9607525576075,522.3898220602395,533.4289895080431,546.3988230823163,548.7941098559179,596.3431812483589,586.99971559863,578.6544827442393,593.7428207112366,593.8520382956143,613.7354698335818,628.7849475592329
1,36,297,517.1037582900681,514.7214384218274,530.3407381446344,508.8700509836211,560.8441283065324,532.6534630432353,580.9008627301868,550.9032869966217,581.8329805689024,575.4125697652645,602.1241137298222,587.9005531285668,644.3040461606569,656.0567915903207
1,37,296,510.7209759127655,496.20152744330767,511.14457462292006,544.6547421149294,526.5385998757697,545.089750595161,573.5843477741996,579.8633911405681,576.7023044523327,609.9178773964979,570.3552064925408,615.004563856071,638.8608068734053,622.7751354034627
1,38,295,487.427352765027,507.59270669507157,518.499305333445,555.8582731463415,512.1504553251983,558.09912745532,581.1346030826462,552.897412773006,557.1327863806716,611.6285790679904,590.3810389955747,589.7923752328908,613.6569131883401,635.7745512534883
1,38,295,501.5461733229627,516.6856371020305,524.050744201678,549.6788986299688,520.5136644761179,562.1320413955348,549.8970291060003,537.5920306875121,586.8471064450764,616.6452422326929,590.0936924037796,603.2529438923898,614.417785631753,640.0743757677137
1,38,295,476.44511278620473,467.3408450284235,508.06845124401553,534.3970415933584,554.4587655395076,552.5841962157443,568.0535387229862,561.022079376846,576.1558860222813,589.670779624852,584.8219339914663,630.3416909452222,621.6116811180801,641.5775862091173
1,39,294,479.89267037950344,495.5599719838646,508.6744900613425,542.9544486586835,555.1206793909928,524.3651198311313,529.6872201373202,571.5138870347121,561.0191781820555,564.9015768902598,606.1371805066901,597.0855295580769,610.9705072010427,612.7594002069134
1,41,292,485.95111990634535,509.0269283841996,512.0750366633437,539.1392767462379,547.1831245507868,556.3796315423317,574.1619688367035,564.9083194962772,602.3710296822746,589.1665993885604,590.212277470988,598.4822710812649,604.8429643604218,622.4471382621933
1,41,292,495.84665966346796,472.14813956231296,482.0763234952943,522.351282472426,537.46806882615,537.8095791277517,548.5011308983237,571.6029074732703,587.5617140352219,581.42390115666,592.25489427957,622.2294479929462,630.2371510930654,622.8572467234192
1,42,291,492.2759194035009,508.8416743260236,504.8720378762103,540.1532423022983,559.2240816224391,552.7818915717542,555.5369156220462,563.7974031041093,584.4507560563636,585.3429306949497,614.7288708382549,625.6557383209024,595.5759080362227,651.7337586815688
1,43,290,477.73092812120524,476.5548503890503,512.8195542848808,537.5941770723138,546.5781974824071,545.3151403914766,558.2953218857899,595.2900036722015,567.5036473582609,563.773222641951,601.2072106330098,614.9441936081994,605.2647550781953,642.8582130466343
1,44,289,503.6767142655893,497.09214198028144,503.2315849191969,524.6449326582348,555.1399065755056,548.0491172121042,566.8481700016787,574.1697491555342,562.8657449631214,592.2141938078879,617.56265933272,597.3250132078639,624.8107706306712,623.143484659145
1,44,289,494.37336507584655,514.5026257392678,520.6436098925153,526.9040141383919,564.0383578602247,541.3597903492036,555.7640551955312,589.0410871790266,583.3020086223007,579.9643912036044,605.5299743668753,613.8909802582303,622.5299421805897,640.9460554805584
1,44,289,511.44713451064484,522.3622854518346,524.4515876062635,549.4809790911986,546.0453732327411,540.8161920743902,552.7199641199686,569.6473892705629,574.2146265359254,588.1240734530105,601.1118534373054,623.0620042920558,597.8145144087749,641.1653045116275
1,45,288,488.36590093096413,503.3517196135846,514.0798043700925,525.6454509689721,528.0979039635209,530.0323480392157,556.8302460038425,553.2698419378694,573.953133971123,592.3440301653864,589.4323917966823,609.5290819850809,633.9618116023507,627.6304022857405
1,45,288,485.7026374286736,529.8445996251832,504.04837200607363,541.1173373612737,532.108684686899,549.8150770264701,530.6192758190588,570.5987446680293,569.3300469404487,609.4397326525263,598.0335723874126,632.3588598176325,622.4338124179213,621.2877454262025
1,47,286,489.90642001985896,496.46524268108186,505.03365581339597,542.6420403689079,528.3693149379517,551.3758453544048,578.4638270349956,567.4337106409306,608.7909699567388,608.1431361126563,610.8010338417077,611.1523630563372,621.5631833966958,640.5931049752245
1,47,286,500.95312856841406,539.7783980350704,553.6734762122309,529.8050948197462,555.027857910807,561.6675574600878,580.9774464920499,587.1907486134925,596.8601135080496,585.013570020371,572.861012954964,648.4965764195165,607.8914207167495,613.9872746821387
1,48,285,472.55477277187873,503.03397327885136,505.53013616657415,503.43838366113414,565.6153007573006,539.7507210517363,565.521520781705,583.9481828156959,595.5453382111033,577.9856779178506,578.2309536750407,601.2113786149278,621.5873235119109,634.8989904554534
1,48,285,502.19713417479977,522.3136278175366,501.9464965565675,508.6288113598073,553.0245647314116,536.7536911748351,554.0062073991346,591.7888241217557,592.1805059226247,592.5498938702469,572.5194387423762,604.6521537185705,617.931408115999,647.3755077335675
1,48,285,498.70674352988823,506.53726548144436,519.0587721164627,553.4291110578017,540.460295293214,543.6785162741468,553.3521008169379,559.373807212692,595.4422336255836,578.7093217391034,580.059155975752,614.8440182253216,578.110872585016,667.077785711967
1,48,285,492.35159070701553,543.4851904977861,549.8110132379074,534.741566796596,528.0557879942181,569.4701021500033,540.5743787988241,577.8180583499494,586.5167817436063,564.585159480568,618.7440974318614,606.86172502547,614.1416545019064,596.3251310636631
1,50,283,491.7531596054295,495.631082407571,520.0771471081277,549.1606105776983,557.1443960537742,537.1381313544094,577.4637649034747,588.1368635229348,562.3147436362466,568.3159501608374,616.9465003068402,627.7736908550518,630.5456452051703,634.4488735400724
1,52,281,514.5043496801723,531.5413401927302,533.3926083147894,531.6171249246685,533.5128064013043,546.5023705323946,559.1963121455476,573.7945490109264,588.6852471795208,622.0806769383798,598.11887762551,633.5632568196206,600.3411875182691,653.4277068957495
1,52,281,520.2041186658349,504.2478297161417,524.2732884957297,534.0596732938994,523.1959927402957,577.6834813806892,551.6480903222393,592.3946011189364,590.2134132569258,590.8476877773882,583.2528443818712,629.323150048006,607.1024938159629,641.8235344829943
1,53,280,474.7869431114282,534.0426637076696,545.1428426125302,546.9121678809789,561.6760099331066,548.8787707014616,558.5688087632929,556.6230130228415,568.9439714610212,594.4024094103287,598.7476807454109,606.5456236318606,594.0415625890989,637.6657754581217
1,53,280,517.9041763275889,509.52988270995417,514.74713454469,539.7327131093698,535.7437922841314,508.38284136041136,573.5282760231172,574.8038196992472,549.3809680910136,594.7769116088248,605.562821436318,595.482615956239,616.1074995314495,597.8571971387637
1,53,280,491.7332563993906,513.3539918166886,499.0616464830457,513.9669486839261,549.4321371016239,558.2704045285502,564.0424566471413,579.100335315693,583.694636804827,581.7050493804843,537.633991839013,607.9849542175722,632.8955235621303,615.2037376350482
1,54,279,478.41919848414693,513.2621022452133,521.9309302110947,537.0951193245111,536.2984030279365,552.2083751651904,537.2098688976147,569.2909256693326,584.9942551708857,599.0758291965939,605.0925278286035,591.7505220247479,597.9188812245776,631.4739349387485
1,55,278,489.82498055996757,511.6550314973906,521.9611578852738,538.871488989816,525.4569193164604,553.0853337606417,581.6941956086607,550.9605462556146,564.8825192147708,591.3856957169544,602.117157997479,620.2578369633871,643.9220271576431,652.7861538688933
1,56,277,499.5192875875443,481.1210668111877,506.7105614800017,555.5316190115246,548.3211871236417,523.1956350335939,579.6093188320523,597.7816052731912,561.1208270035414,590.037924377543,641.8531942744592,610.3952642779557,622.7933772332917,625.0254521347898
1,56,277,503.44886518126907,522.0409135865655,496.65194598697565,514.055444045328,547.8000342101279,523.5020661487006,557.1948238622201,550.2154691722297,611.8398932795436,582.0137887117489,616.5937615196021,601.0197068888959,621.3635959586849,635.6152931960071
1,56,277,492.4563552494297,511.23044894082176,503.61394707932806,551.3149874632522,558.2121545409165,552.7324812453879,537.7697845764636,571.6201808992677,557.070706868483,592.328181220536,598.2680542194157,619.5008716516846,627.8119755395478,629.917873763513
1,57,276,490.1506389380044,512.1932219456634,536.7628082316191,528.0037335811896,567.129945424902,561.8769474049994,554.6329460019327,565.7106383933187,573.0235119528712,586.0085247524693,611.4613968788824,617.9980988807367,638.6919423417115,624.4549256713195
1,57,276,497.59160585747304,495.5947042178683,510.1283678592585,563.0778095023865,549.9214927407488,527.2087128049347,565.509121714919,577.798575233153,566.0387474721259,575.7500318284918,605.499998584762,596.3933706763506,602.3941830570811,646.0725804191966
1,57,276,495.3440579528673,498.50280340637147,532.5675051628666,537.1203683672751,551.9552505725081,539.9165578905854,558.5894550942504,559.2536797598384,555.7380827122792,542.7304150565323,589.4869533673802,602.4253229270994,601.6702056251115,621.266323839234
1,60,273,477.6462871505143,522.8499767980411,512.5826109717677,532.29508059768,540.1947574335437,556.7511575975109,558.4926182083409,557.870784686708,572.0583516568436,586.0434780091696,582.7733893222307,605.736960888559,613.2613892216609,614.0803829270894
1,61,272,499.8550336802998,523.6030580191543,541.4762422636162,540.6039347770426,558.3588030242538,559.3423452184271,558.9850782484702,593.6517830379472,585.1654943051543,597.2239648241664,582.0297101719111,633.9066053828977,606.5894059233003,638.5899296891431
1,61,272,473.479149212384,504.4395312717573,530.7575496191994,531.2675870863518,526.3284879211817,544.8792883442571,545.3545049934883,571.6531106959694,569.8498565771752,590.367537555435,610.2169574640628,601.2852464240182,638.4497271540268,628.4166189207139
1,61,272,489.1574780723262,496.48782388482954,543.9413393829136,563.0867404212224,539.2511407969575,541.5673910136891,547.3571630329238,557.377725114696,570.6085352409426,576.9326707449713,593.5045842352496,630.0073365033131,640.7088907150282,617.9812926670453
1,62,271,490.14746796958354,484.54355785065815,539.9078683420269,525.135471720197,519.6061952130156,536.0537391302141,568.6319305183844,583.5708766386113,585.4220564950547,587.0987020524661,612.2192179034804,626.598254868996,612.3833876044334,623.2512710400562
1,62,271,502.14032618302446,510.5694559231595,511.4679187425204,547.0696491890875,537.9212702515146,536.5205998662306,565.087378439971,564.1197219800222,570.7550091893761,563.6513320101884,596.0028390078947,605.0612699109224,598.9566742404924,642.404703619515
1,65,268,478.6665552574069,521.3595633566212,522.2269552232034,550.7646762954618,552.1752509213283,573.3754116870721,568.412746291766,560.7936803475111,587.5543294825155,619.323866879482,618.195164786558,585.6527216596651,605.4410866144261,641.7781349467684
1,65,268,478.49404962784655,491.23158126933487,538.1362959702101,524.3884320865412,518.2091864620139,550.6211543371372,567.796305911736,581.1719316169691,581.5773021743024,565.7437184805782,592.4310726502159,621.5212231089972,609.5888876727572,640.2544369552801
1,65,268,507.92054006821945,517.2171883614778,520.0631578131367,519.1679769450687,520.8629071085172,557.7388600402211,547.6716544202058,552.7292238280683,584.8623643167948,560.7918704804612,578.7878853724807,617.486545504472,618.2140037526999,599.20541222347
1,65,268,480.89244012298695,495.3288860600467,538.1873641612297,525.2644167165956,546.5748814421496,548.0673326587323,566.3411383251289,585.2260274500405,570.1537613443959,589.0119841920853,634.6246436165096,596.8515627005359,615.52545143048,632.3960604412938
1,66,267,501.539682928095,507.7518294971675,491.8891674590317,537.8430690037145,533.232220272028,532.17645870235,563.3552123579402,548.0451030616396,598.9603301394635,551.8612732937063,610.5849168505283,598.991720307532,657.7970659756215,615.0546668095699
1,66,267,530.8113866215397,509.76333466650493,515.3522166296425,544.2903013236225,535.6191895462516,549.8118108262554,561.411751575211,562.7489022970328,591.0190849406309,602.2756564734074,584.1788180137098,618.1127666061634,640.008102410369,621.0238944931316
1,66,267,493.90956268380927,528.1113862373497,520.0202995369847,512.3267804688063,540.0673444685015,569.1556474975072,574.6731172074849,561.6066529766674,588.5967183331111,596.8605300022535,598.5245541739285,611.2299473546174,622.8847037461477,632.605480633751
1,67,266,499.81963956630216,526.7644866240594,552.8765549807622,503.42060443648944,557.7566547972615,524.540557762184,538.4465196518628,584.170594543383,598.7027510194632,571.2499938067713,603.1556482352194,581.1315499269338,591.2957560850191,640.7019534683778
1,67,266,516.5968572844197,505.22728923709974,504.6906243924427,530.5340295185755,533.284884510654,551.2286637009628,550.4838603350418,567.5450608069439,592.3972102724899,597.0096872622514,609.8674673286569,602.7757161156018,605.279699671869,650.6646542849076
1,67,266,506.1812519730719,519.8910268477274,519.5289547461324,558.3737050759039,520.7807262000624,555.5092989889207,550.3936392983774,532.3410561735152,559.7762581266328,586.3237832136739,598.2018535702767,608.4211949452239,579.7843083819366,599.8632699392763
1,68,265,523.0871351871598,482.00631097725613,498.8736492369099,523.1184975550071,539.0940311251389,558.863375888141,570.0726060958656,555.50287159722,590.5337787884606,589.9448759087712,587.6624729882441,619.674786322683,601.362727837756,651.8295837904002
1,68,265,526.7435840009772,517.2862072118319,521.0749620962628,535.3782157081885,535.1383637550134,557.0062842137502,512.3019464054003,569.6701674612697,587.7463420632495,578.7376674207062,611.9159625684125,611.8135843557542,635.8185256116761,629.9574691734591
1,68,265,479.7559211643211,498.0326681783583,527.3032892545086,528.17104379627,550.4896481027454,564.5094934927214,580.322989098255,569.2294605674865,597.9502551150948,581.643446385856,592.5203262570972,604.4880315638554,612.3137773756537,642.3487727795547
1,68,265,475.426315113582,500.6960355499848,516.7955453727192,519.2966526359187,540.4415503611358,554.4176149447496,588.0061624225066,568.7635215580112,588.3676561533907,600.4576330201857,595.6634827746824,605.6997707904887,608.9933610751935,635.1821557821163
1,71,262,483.07113990354446,506.5038421192377,548.8726824268529,529.2668414972061,548.6255761011923,558.4039632453654,545.5050865355197,561.3703471102185,581.7420367033503,591.5684217816419,597.2693930631651,608.7756841788711,647.5812321153849,642.7577007877846
1,72,261,513.1632133017713,510.6453672752269,521.5773997277681,547.2835007834692,528.5303307350582,534.807765432386,549.9360334919845,561.3410437437593,563.9353367887938,596.4709308155172,581.5816936860979,574.7172264617977,627.3137767361125,635.4197967274956
1,72,261,527.7299460344982,506.63539758084534,524.1233951336645,521.7486006221588,531.013164109417,561.6090451345641,567.8113883952042,572.4011062103114,616.2182290579436,585.9300358799713,582.7900004694445,592.8288901286764,622.2138127938886,630.8458621405678
1,72,261,519.0864257422489,497.49379138921324,527.7982439765192,542.2068011738314,531.2079560435542,543.693606163705,562.5394257876791,574.3924462737718,588.9774360359293,598.3170501037275,603.1122658638373,612.7159852823138,618.0306643275833,658.9196443805939
1,75,258,507.5800572147102,515.5681014520509,516.9417479653022,556.7484483761677,535.2349587930802,526.1510399236865,559.2434902298286,595.9911903759713,575.8511389949075,607.9286218686707,603.5279366884974,611.8234253454417,620.8587342045934,650.1792218261445
1,75,258,501.46233408535545,473.6793037218408,538.8089769576322,535.2995965974105,529.8169467647194,547.5959455243559,584.8748831390044,558.0254902555391,591.4349166540212,591.0191394633974,593.4777549946161,599.13176013199,588.0489168470142,618.6954683922156
1,76,257,479.3654886682046,504.5132888204699,559.9692173800215,520.7837677960819,549.2897596439939,572.2648276227203,547.0937767564919,565.0560348307498,558.9826736089374,575.5374456413684,611.8042502918571,611.2293362247998,627.4085589175443,633.5988421681614
1,76,257,481.1260305594907,526.9943424720921,496.3769858128802,505.5423068353841,530.5047926652935,553.7200830749366,581.9950367410656,575.1970788318306,581.3690326499094,586.7503120022858,618.9972204350292,592.6452958275013,578.1564830285532,623.8951750106813
